sample_id,source_name,domain,language,compressor,rate,protected,mode,original_tokens,candidate_tokens,gross_saved_tokens,gross_saving_ratio,safe_effective_saved_tokens,safe_saving_ratio,guard_status,protected_spans,protected_retained,fallback,fallback_reason,latency_ms
m11-business-en-safe-05,ContractNLI,business,en,rule-based,0.33,True,R9_direct_api_guard,401,279,122,0.30423940149625933,0,0.0,FAIL,2,True,False,,15.433300053700805
m11-general-vi-safe-12,XNLI,general,vi,rule-based,0.33,True,R6_direct_compressor,11,11,0,0.0,0,0.0,NOT_RUN,0,True,False,,0.015900004655122757
m11-general-vi-safe-12,XNLI,general,vi,rule-based,0.33,True,R7_direct_guard,11,11,0,0.0,0,0.0,PASS,0,True,False,,0.2843000693246722
m11-general-vi-safe-12,XNLI,general,vi,rule-based,0.33,True,R8_api_guard,11,11,0,0.0,0,0.0,PASS,0,True,False,,1.7997999675571918
m11-general-vi-safe-12,XNLI,general,vi,rule-based,0.33,True,R9_direct_api_guard,11,11,0,0.0,0,0.0,PASS,0,True,False,,1.8156999722123146
m11-business-vi-safe-21,ContractNLI,business,vi,rule-based,0.33,True,R6_direct_compressor,463,216,247,0.5334773218142549,0,0.0,NOT_RUN,1,True,False,,0.18530001398175955
m11-business-vi-safe-21,ContractNLI,business,vi,rule-based,0.33,True,R7_direct_guard,463,216,247,0.5334773218142549,0,0.0,FAIL,1,True,False,,9.634500020183623
m11-business-vi-safe-21,ContractNLI,business,vi,rule-based,0.33,True,R8_api_guard,463,216,247,0.5334773218142549,0,0.0,FAIL,1,True,False,,12.018400011584163
m11-business-vi-safe-21,ContractNLI,business,vi,rule-based,0.33,True,R9_direct_api_guard,463,216,247,0.5334773218142549,0,0.0,FAIL,1,True,False,,12.203700025565922
m11-general-vi-safe-14,XNLI,general,vi,rule-based,0.33,True,R6_direct_compressor,40,40,0,0.0,0,0.0,NOT_RUN,1,True,False,,0.027399975806474686
m11-general-vi-safe-14,XNLI,general,vi,rule-based,0.33,True,R7_direct_guard,40,40,0,0.0,0,0.0,PASS,1,True,False,,0.8281000191345811
m11-general-vi-safe-14,XNLI,general,vi,rule-based,0.33,True,R8_api_guard,40,40,0,0.0,0,0.0,PASS,1,True,False,,1.970799989067018
m11-general-vi-safe-14,XNLI,general,vi,rule-based,0.33,True,R9_direct_api_guard,40,40,0,0.0,0,0.0,PASS,1,True,False,,1.9981999648734927
m11-technical-vi-safe-11,technical_documentation,technical,vi,rule-based,0.33,True,R6_direct_compressor,48,48,0,0.0,0,0.0,NOT_RUN,0,True,False,,0.02310005947947502
m11-technical-vi-safe-11,technical_documentation,technical,vi,rule-based,0.33,True,R7_direct_guard,48,48,0,0.0,0,0.0,PASS,0,True,False,,0.9823000291362405
m11-technical-vi-safe-11,technical_documentation,technical,vi,rule-based,0.33,True,R8_api_guard,48,48,0,0.0,0,0.0,PASS,0,True,False,,1.5156000154092908
m11-technical-vi-safe-11,technical_documentation,technical,vi,rule-based,0.33,True,R9_direct_api_guard,48,48,0,0.0,0,0.0,PASS,0,True,False,,1.5387000748887658
m11-academic-en-unsafe-14,SciFact,academic,en,rule-based,0.33,True,R6_direct_compressor,382,210,172,0.450261780104712,0,0.0,NOT_RUN,1,True,False,,0.14809996355324984
m11-academic-en-unsafe-14,SciFact,academic,en,rule-based,0.33,True,R7_direct_guard,382,210,172,0.450261780104712,0,0.0,FAIL,1,True,False,,10.527899954468012
m11-academic-en-unsafe-14,SciFact,academic,en,rule-based,0.33,True,R8_api_guard,382,210,172,0.450261780104712,0,0.0,FAIL,1,True,False,,11.39319990761578
m11-academic-en-unsafe-14,SciFact,academic,en,rule-based,0.33,True,R9_direct_api_guard,382,210,172,0.450261780104712,0,0.0,FAIL,1,True,False,,11.54129987116903
m11-general-en-unsafe-06,XNLI,general,en,rule-based,0.33,True,R6_direct_compressor,38,38,0,0.0,0,0.0,NOT_RUN,0,True,False,,0.02729997504502535
m11-general-en-unsafe-06,XNLI,general,en,rule-based,0.33,True,R7_direct_guard,38,38,0,0.0,0,0.0,PASS,0,True,False,,0.8434000192210078
m11-general-en-unsafe-06,XNLI,general,en,rule-based,0.33,True,R8_api_guard,38,38,0,0.0,0,0.0,PASS,0,True,False,,1.4115999219939113
m11-general-en-unsafe-06,XNLI,general,en,rule-based,0.33,True,R9_direct_api_guard,38,38,0,0.0,0,0.0,PASS,0,True,False,,1.4388998970389366
m11-general-vi-unsafe-25,XNLI,general,vi,rule-based,0.33,True,R6_direct_compressor,39,39,0,0.0,0,0.0,NOT_RUN,0,True,False,,0.02289994154125452
m11-general-vi-unsafe-25,XNLI,general,vi,rule-based,0.33,True,R7_direct_guard,39,39,0,0.0,0,0.0,PASS,0,True,False,,0.9046999039128423
m11-general-vi-unsafe-25,XNLI,general,vi,rule-based,0.33,True,R8_api_guard,39,39,0,0.0,0,0.0,PASS,0,True,False,,1.6509999986737967
m11-general-vi-unsafe-25,XNLI,general,vi,rule-based,0.33,True,R9_direct_api_guard,39,39,0,0.0,0,0.0,PASS,0,True,False,,1.6738999402150512
m11-academic-vi-unsafe-23,SciFact,academic,vi,rule-based,0.33,True,R6_direct_compressor,543,316,227,0.4180478821362799,0,0.0,NOT_RUN,5,False,False,,0.22249994799494743
m11-academic-vi-unsafe-23,SciFact,academic,vi,rule-based,0.33,True,R7_direct_guard,543,316,227,0.4180478821362799,0,0.0,FAIL,5,False,False,,14.10919998306781
m11-academic-vi-unsafe-23,SciFact,academic,vi,rule-based,0.33,True,R8_api_guard,543,316,227,0.4180478821362799,0,0.0,FAIL,5,False,False,,15.766500029712915
m11-academic-vi-unsafe-23,SciFact,academic,vi,rule-based,0.33,True,R9_direct_api_guard,543,316,227,0.4180478821362799,0,0.0,FAIL,5,False,False,,15.988999977707863
m11-business-en-unsafe-20,ContractNLI,business,en,rule-based,0.33,True,R6_direct_compressor,520,524,0,0.0,0,0.0,NOT_RUN,15,False,False,,0.28140004724264145
m11-business-en-unsafe-20,ContractNLI,business,en,rule-based,0.33,True,R7_direct_guard,520,524,0,0.0,0,0.0,FAIL,15,False,False,,13.921900070272386
m11-business-en-unsafe-20,ContractNLI,business,en,rule-based,0.33,True,R8_api_guard,520,524,0,0.0,0,0.0,FAIL,15,False,False,,16.245300066657364
m11-business-en-unsafe-20,ContractNLI,business,en,rule-based,0.33,True,R9_direct_api_guard,520,524,0,0.0,0,0.0,FAIL,15,False,False,,16.526700113900006
m11-business-vi-safe-24,ContractNLI,business,vi,llmlingua-2,0.33,True,R6_direct_compressor,427,139,288,0.6744730679156908,0,0.0,NOT_RUN,2,True,False,,2766.6882999474183
m11-business-vi-safe-24,ContractNLI,business,vi,llmlingua-2,0.33,True,R7_direct_guard,427,139,288,0.6744730679156908,0,0.0,FAIL,2,True,False,,2786.178999929689
m11-business-vi-safe-24,ContractNLI,business,vi,llmlingua-2,0.33,True,R8_api_guard,427,139,288,0.6744730679156908,0,0.0,FAIL,2,True,False,,2786.7950999643654
m11-business-vi-safe-24,ContractNLI,business,vi,llmlingua-2,0.33,True,R9_direct_api_guard,427,139,288,0.6744730679156908,0,0.0,FAIL,2,True,False,,5553.483399911784
m11-technical-vi-unsafe-13,technical_documentation,technical,vi,llmlingua-2,0.33,True,R6_direct_compressor,70,33,37,0.5285714285714286,0,0.0,NOT_RUN,2,True,False,,1217.5557999871671
m11-technical-vi-unsafe-13,technical_documentation,technical,vi,llmlingua-2,0.33,True,R7_direct_guard,70,33,37,0.5285714285714286,0,0.0,FAIL,2,True,False,,1219.4407999049872
m11-technical-vi-unsafe-13,technical_documentation,technical,vi,llmlingua-2,0.33,True,R8_api_guard,70,33,37,0.5285714285714286,0,0.0,FAIL,2,True,False,,1221.2067999644205
m11-technical-vi-unsafe-13,technical_documentation,technical,vi,llmlingua-2,0.33,True,R9_direct_api_guard,70,33,37,0.5285714285714286,0,0.0,FAIL,2,True,False,,2438.7625999515876
m11-technical-en-safe-03,technical_documentation,technical,en,llmlingua-2,0.33,True,R6_direct_compressor,25,8,17,0.68,0,0.0,NOT_RUN,2,True,False,,1170.3382999403402
m11-technical-en-safe-03,technical_documentation,technical,en,llmlingua-2,0.33,True,R7_direct_guard,25,8,17,0.68,0,0.0,FAIL,2,True,False,,1171.3449999224395
m11-technical-en-safe-03,technical_documentation,technical,en,llmlingua-2,0.33,True,R8_api_guard,25,8,17,0.68,0,0.0,FAIL,2,True,False,,1172.3092999309301
m11-technical-en-safe-03,technical_documentation,technical,en,llmlingua-2,0.33,True,R9_direct_api_guard,25,8,17,0.68,0,0.0,FAIL,2,True,False,,2342.6475998712704
m11-business-en-safe-01,ContractNLI,business,en,llmlingua-2,0.33,True,R6_direct_compressor,473,172,301,0.6363636363636364,0,0.0,NOT_RUN,5,True,False,,2239.3332000356168
m11-business-en-safe-01,ContractNLI,business,en,llmlingua-2,0.33,True,R7_direct_guard,473,172,301,0.6363636363636364,0,0.0,FAIL,5,True,False,,2254.5480999397114
m11-business-en-safe-01,ContractNLI,business,en,llmlingua-2,0.33,True,R8_api_guard,473,172,301,0.6363636363636364,0,0.0,FAIL,5,True,False,,2256.55110005755
m11-business-en-safe-01,ContractNLI,business,en,llmlingua-2,0.33,True,R9_direct_api_guard,473,172,301,0.6363636363636364,0,0.0,FAIL,5,True,False,,4495.8843000931665
m11-general-vi-unsafe-04,XNLI,general,vi,llmlingua-2,0.33,True,R6_direct_compressor,11,3,8,0.7272727272727273,0,0.0,NOT_RUN,0,True,False,,1199.7970999218524
m11-general-vi-unsafe-04,XNLI,general,vi,llmlingua-2,0.33,True,R7_direct_guard,11,3,8,0.7272727272727273,0,0.0,FAIL,0,True,False,,1200.2497999928892
m11-general-vi-unsafe-04,XNLI,general,vi,llmlingua-2,0.33,True,R8_api_guard,11,3,8,0.7272727272727273,0,0.0,FAIL,0,True,False,,1201.7921999795362
m11-general-vi-unsafe-04,XNLI,general,vi,llmlingua-2,0.33,True,R9_direct_api_guard,11,3,8,0.7272727272727273,0,0.0,FAIL,0,True,False,,2401.5892999013886
m11-general-vi-safe-04,XNLI,general,vi,llmlingua-2,0.33,True,R6_direct_compressor,40,17,23,0.575,0,0.0,NOT_RUN,4,True,False,,1194.1562000429258
m11-general-vi-safe-04,XNLI,general,vi,llmlingua-2,0.33,True,R7_direct_guard,40,17,23,0.575,0,0.0,FAIL,4,True,False,,1195.8423000760376
m11-general-vi-safe-04,XNLI,general,vi,llmlingua-2,0.33,True,R8_api_guard,40,17,23,0.575,0,0.0,FAIL,4,True,False,,1197.5865999702364
m11-general-vi-safe-04,XNLI,general,vi,llmlingua-2,0.33,True,R9_direct_api_guard,40,17,23,0.575,0,0.0,FAIL,4,True,False,,2391.742800013162
m11-academic-vi-unsafe-10,SciFact,academic,vi,llmlingua-2,0.33,True,R6_direct_compressor,438,162,276,0.6301369863013698,0,0.0,NOT_RUN,11,True,False,,1231.084500090219
m11-academic-vi-unsafe-10,SciFact,academic,vi,llmlingua-2,0.33,True,R7_direct_guard,438,162,276,0.6301369863013698,0,0.0,FAIL,11,True,False,,1246.720700059086
m11-academic-vi-unsafe-10,SciFact,academic,vi,llmlingua-2,0.33,True,R8_api_guard,438,162,276,0.6301369863013698,0,0.0,FAIL,11,True,False,,1249.803200014867
m11-academic-vi-unsafe-10,SciFact,academic,vi,llmlingua-2,0.33,True,R9_direct_api_guard,438,162,276,0.6301369863013698,0,0.0,FAIL,11,True,False,,2480.887700105086
